[顺移坐标]
A1=MAP:100,POS:115,662,NAME:玛丽娜丝渔村
A53=MAP:10103,POS:12,8,NAME:下楼
A54=MAP:10103,POS:43,48,NAME:往柯尔特村
A55=MAP:10201,POS:18,49,NAME:往南岛
A56=MAP:10201,POS:6,5,NAME:往北岛
A57=MAP:10202,POS:30,13,NAME:成人礼入口
A58=MAP:10202,POS:32,49,NAME:往南岛
A59=MAP:10202,POS:9,8,NAME:往北岛
A60=MAP:10203,POS:30,46,NAME:南岛出口
A61=MAP:10203,POS:8,7,NAME:往北岛
A62=MAP:10204,POS:1,6,NAME:出口
A63=MAP:10204,POS:14,7,NAME:老人
A64=MAP:10204,POS:188,14,NAME:仪式审判者
A65=MAP:10402,POS:15,35,NAME:下楼
A66=MAP:10407,POS:43,16,NAME:下楼
A67=MAP:10408,POS:17,31,NAME:肉铺
A68=MAP:10408,POS:17,34,NAME:特技店
A69=MAP:10408,POS:22,5,NAME:上楼
A70=MAP:10408,POS:28,25,NAME:迷幻商人
A71=MAP:10408,POS:42,41,NAME:出口
A72=MAP:10701,POS:12,5,NAME:下楼
A73=MAP:10701,POS:22,51,NAME:怪力小马
A74=MAP:10701,POS:75,67,NAME:出口
A75=MAP:10702,POS:22,4,NAME:上楼
A76=MAP:10702,POS:37,3,NAME:下楼
A77=MAP:10703,POS:6,53,NAME:下楼
A78=MAP:10703,POS:6,64,NAME:铁壁的小守
A79=MAP:10703,POS:64,4,NAME:上楼
A80=MAP:10704,POS:18,45,NAME:下楼
A81=MAP:10704,POS:4,27,NAME:上楼
A82=MAP:10705,POS:39,29,NAME:出口
A83=MAP:10705,POS:44,42,NAME:疾风的咪雅
A84=MAP:10705,POS:52,74,NAME:上楼
A85=MAP:10901,POS:26,48,NAME:出口
A86=MAP:10901,POS:45,4,NAME:上楼
A87=MAP:10912,POS:23,35,NAME:上楼
A88=MAP:10912,POS:6,4,NAME:下楼
A89=MAP:10913,POS:35,32,NAME:上楼
A90=MAP:10913,POS:7,22,NAME:下楼
A91=MAP:10914,POS:17,54,NAME:下楼
A92=MAP:10914,POS:7,5,NAME:上楼
A93=MAP:10915,POS:50,31,NAME:上楼
A94=MAP:10915,POS:6,8,NAME:下楼
A95=MAP:10916,POS:15,4,NAME:下楼
A96=MAP:10916,POS:15,72,NAME:上楼
A97=MAP:10917,POS:18,4,NAME:下楼
A98=MAP:10917,POS:84,26,NAME:上楼
A99=MAP:10918,POS:10,22,NAME:上楼
A100=MAP:10918,POS:24,22,NAME:下楼
A101=MAP:10919,POS:16,14,NAME:下楼
A102=MAP:10919,POS:4,8,NAME:SBC审查员
A103=MAP:10920,POS:41,53,NAME:饲育员二
A104=MAP:10920,POS:43,53,NAME:饲育员一
A105=MAP:10920,POS:47,53,NAME:道具店
A106=MAP:10920,POS:55,28,NAME:出口
A107=MAP:10920,POS:62,48,NAME:武器店
A108=MAP:10920,POS:71,50,NAME:防具店
A109=MAP:10920,POS:74,60,NAME:护士
A110=MAP:10920,POS:74,63,NAME:药师
A111=MAP:1100,POS:48,91,NAME:纪录点
A112=MAP:1100,POS:52,73,NAME:武器店
A113=MAP:1100,POS:55,94,NAME:长老家
A114=MAP:1100,POS:62,110,NAME:宠物店
A115=MAP:1100,POS:65,35,NAME:出口
A116=MAP:1100,POS:69,78,NAME:道具店
A117=MAP:1100,POS:81,113,NAME:萨顿家
A118=MAP:1100,POS:85,107,NAME:通行证贩卖员
A119=MAP:1100,POS:87,80,NAME:医院
A120=MAP:1100,POS:96,63,NAME:海底洞窟入口
A121=MAP:11001,POS:1,43,NAME:出口
A122=MAP:11001,POS:43,5,NAME:上楼
A123=MAP:11002,POS:45,42,NAME:下楼
A124=MAP:11002,POS:6,6,NAME:上楼
A125=MAP:11003,POS:42,4,NAME:下楼
A126=MAP:11003,POS:6,6,NAME:上楼
A127=MAP:11004,POS:45,4,NAME:上楼
A128=MAP:11004,POS:7,6,NAME:下楼
A129=MAP:11005,POS:44,30,NAME:下楼
A130=MAP:11005,POS:7,28,NAME:上楼
A131=MAP:11006,POS:11,12,NAME:恐龙博士
A132=MAP:11006,POS:43,4,NAME:下楼
A133=MAP:11101,POS:33,29,NAME:出口
A134=MAP:11101,POS:63,5,NAME:下楼
A135=MAP:11102,POS:45,7,NAME:上楼
A136=MAP:11102,POS:9,45,NAME:下楼
A137=MAP:11103,POS:10,37,NAME:上楼
A138=MAP:11103,POS:7,4,NAME:下楼
A139=MAP:11104,POS:44,43,NAME:下楼
A140=MAP:11104,POS:7,4,NAME:上楼
A141=MAP:11105,POS:24,4,NAME:下楼
A142=MAP:11105,POS:45,44,NAME:上楼
A143=MAP:11106,POS:18,40,NAME:下楼
A144=MAP:11106,POS:24,4,NAME:上楼
A145=MAP:11107,POS:18,42,NAME:上楼
A146=MAP:11107,POS:24,7,NAME:族长
A147=MAP:11107,POS:43,37,NAME:肉店
A148=MAP:11107,POS:6,40,NAME:武器店
A149=MAP:11107,POS:7,19,NAME:道具店
A150=MAP:11201,POS:29,78,NAME:出口
A151=MAP:11201,POS:53,33,NAME:下楼
A152=MAP:11202,POS:13,16,NAME:上楼
A153=MAP:11202,POS:39,75,NAME:下楼
A154=MAP:11203,POS:60,52,NAME:下楼
A155=MAP:11203,POS:63,55,NAME:上楼
A156=MAP:11204,POS:46,62,NAME:上楼
A157=MAP:11204,POS:54,13,NAME:下楼
A158=MAP:11205,POS:29,55,NAME:下楼
A159=MAP:11205,POS:5,7,NAME:上楼
A160=MAP:11206,POS:5,32,NAME:上楼
A161=MAP:11206,POS:56,43,NAME:下楼
A162=MAP:11207,POS:5,40,NAME:上楼
A163=MAP:11207,POS:7,14,NAME:下楼
A164=MAP:11208,POS:27,8,NAME:上楼
A165=MAP:11208,POS:45,41,NAME:下楼
A166=MAP:11209,POS:45,41,NAME:上楼
A167=MAP:11209,POS:53,12,NAME:下楼
A168=MAP:11210,POS:32,40,NAME:下楼
A169=MAP:11210,POS:36,6,NAME:上楼
A170=MAP:11211,POS:3,14,NAME:下楼
A171=MAP:11211,POS:31,22,NAME:上楼
A172=MAP:11212,POS:14,6,NAME:上楼
A173=MAP:11212,POS:25,36,NAME:下楼
A174=MAP:11213,POS:17,34,NAME:上楼
A175=MAP:11213,POS:44,26,NAME:下楼
A176=MAP:11214,POS:41,38,NAME:下楼
A177=MAP:11214,POS:44,17,NAME:上楼
A178=MAP:118,POS:110,39,NAME:宝袋
A179=MAP:118,POS:112,135,NAME:宝袋
A180=MAP:118,POS:118,27,NAME:宝袋
A181=MAP:118,POS:128,33,NAME:宝袋
A182=MAP:118,POS:13,9,NAME:下楼
A183=MAP:118,POS:132,127,NAME:宝袋
A184=MAP:118,POS:166,39,NAME:宝袋
A185=MAP:118,POS:169,105,NAME:宝袋
A186=MAP:118,POS:20,123,NAME:宝袋
A187=MAP:118,POS:201,110,NAME:宝袋
A188=MAP:118,POS:21,76,NAME:宝袋
A189=MAP:118,POS:218,57,NAME:宝袋
A190=MAP:118,POS:225,16,NAME:宝袋
A191=MAP:118,POS:231,12,NAME:上楼
A192=MAP:118,POS:28,75,NAME:宝袋
A193=MAP:118,POS:32,153,NAME:宝袋
A194=MAP:118,POS:34,63,NAME:宝袋
A195=MAP:118,POS:63,28,NAME:宝袋
A196=MAP:118,POS:70,165,NAME:宝袋
A197=MAP:118,POS:70,75,NAME:宝袋
A198=MAP:118,POS:73,69,NAME:宝袋
A199=MAP:119,POS:95,88,NAME:卡伊特
A200=MAP:119,POS:96,5,NAME:上楼
A201=MAP:1200,POS:33,40,NAME:肉店
A202=MAP:1200,POS:40,35,NAME:宠物店
A203=MAP:1200,POS:49,27,NAME:出口
A204=MAP:1200,POS:52,73,NAME:武器店
A205=MAP:1200,POS:55,93,NAME:村长家
A206=MAP:1200,POS:81,112,NAME:石屋
A207=MAP:1200,POS:86,104,NAME:坑道管理事务所
A208=MAP:122,POS:288,168,NAME:下楼
A209=MAP:122,POS:6,6,NAME:上楼
A210=MAP:130,POS:56,12,NAME:往萨姆吉尔
A211=MAP:130,POS:56,21,NAME:往玛利娜斯
A212=MAP:130,POS:56,30,NAME:往加加
A213=MAP:130,POS:56,39,NAME:往卡努他那
A214=MAP:1300,POS:18,43,NAME:马提
A215=MAP:1300,POS:24,44,NAME:宠物店
A216=MAP:1300,POS:24,64,NAME:出口
A217=MAP:1300,POS:34,43,NAME:道具店
A218=MAP:1300,POS:43,44,NAME:武器店
A219=MAP:1300,POS:53,49,NAME:医院
A220=MAP:1300,POS:67,43,NAME:肉店
A221=MAP:1300,POS:69,51,NAME:马祖
A222=MAP:1400,POS:69,90,NAME:亚姆亚姆
A223=MAP:1400,POS:71,115,NAME:出口
A224=MAP:1400,POS:74,104,NAME:纪录点
A225=MAP:1400,POS:75,90,NAME:肉店
A226=MAP:1400,POS:81,84,NAME:武器店
A227=MAP:1400,POS:83,97,NAME:宠物店
A228=MAP:1400,POS:88,86,NAME:长老家
A229=MAP:1400,POS:89,91,NAME:道具店
A230=MAP:1400,POS:90,77,NAME:医院
A231=MAP:1400,POS:99,97,NAME:迷幻洞窟入口
A232=MAP:200,POS:139,1007,NAME:奇喀喀村
A233=MAP:200,POS:169,928,NAME:JOTB6
A234=MAP:200,POS:174,403,NAME:柯奥海底隧道
A235=MAP:200,POS:192,302,NAME:水苍洞窟
A236=MAP:200,POS:208,491,NAME:JOTB3
A237=MAP:200,POS:228,988,NAME:伊布的家
A238=MAP:200,POS:285,927,NAME:强恩洞窟
A239=MAP:200,POS:304,599,NAME:卡努他那村
A240=MAP:200,POS:325,508,NAME:JOTB4
A241=MAP:200,POS:327,661,NAME:卡努他那牧场事务所
A242=MAP:200,POS:336,653,NAME:卡努他那洞窟
A243=MAP:200,POS:359,672,NAME:琉璃洞窟
A244=MAP:200,POS:395,821,NAME:阿鲁姆地下洞窟
A245=MAP:200,POS:403,253,NAME:JOTB2
A246=MAP:200,POS:420,577,NAME:多拉多回廊靠近卡努他那
A247=MAP:200,POS:426,93,NAME:塔姆塔姆村
A248=MAP:200,POS:431,536,NAME:饲育原本部
A249=MAP:200,POS:433,743,NAME:龙的巢穴
A250=MAP:200,POS:451,162,NAME:森林洞窟
A251=MAP:200,POS:469,127,NAME:基依努海底信道
A252=MAP:200,POS:472,751,NAME:JOTB5
A253=MAP:200,POS:502,648,NAME:多拉多回廊靠近多多村
A254=MAP:200,POS:509,496,NAME:多多村
A255=MAP:200,POS:517,766,NAME:乌鲁力村
A256=MAP:200,POS:569,378,NAME:加加村
A257=MAP:200,POS:576,392,NAME:JOTB1
A258=MAP:200,POS:73,697,NAME:碧青洞窟入口
A259=MAP:200,POS:98,426,NAME:哥亚山洞窟
A260=MAP:2000,POS:103,80,NAME:长毛象货运
A261=MAP:2000,POS:107,81,NAME:出口A
A262=MAP:2000,POS:55,93,NAME:弥生
A263=MAP:2000,POS:57,49,NAME:长老家
A264=MAP:2000,POS:65,58,NAME:纪录点
A265=MAP:2000,POS:65,82,NAME:医院
A266=MAP:2000,POS:68,51,NAME:道场
A267=MAP:2000,POS:72,104,NAME:便利商店
A268=MAP:2000,POS:72,34,NAME:出口B
A269=MAP:2000,POS:74,74,NAME:道具店
A270=MAP:2000,POS:84,79,NAME:竞技场
A271=MAP:2000,POS:91,89,NAME:武器店
A272=MAP:2000,POS:93,78,NAME:肉店
A273=MAP:20101,POS:30,68,NAME:出口
A274=MAP:20101,POS:36,6,NAME:上楼
A275=MAP:20102,POS:20,9,NAME:上楼
A276=MAP:20102,POS:33,58,NAME:下楼
A277=MAP:20103,POS:14,33,NAME:上楼
A278=MAP:20103,POS:20,8,NAME:下楼
A279=MAP:20104,POS:23,20,NAME:上楼
A280=MAP:20104,POS:32,24,NAME:下楼
A281=MAP:20105,POS:24,49,NAME:JOTA3
A282=MAP:20105,POS:25,34,NAME:到4楼
A283=MAP:20105,POS:30,33,NAME:JOTB12
A284=MAP:20301,POS:18,7,NAME:出口靠近卡努他那
A285=MAP:20301,POS:228,28,NAME:上楼A
A286=MAP:20301,POS:237,118,NAME:JOTA7
A287=MAP:20301,POS:240,25,NAME:上楼B
A288=MAP:20301,POS:254,31,NAME:上楼C
A289=MAP:20301,POS:275,22,NAME:上楼E
A290=MAP:20301,POS:281,126,NAME:出口靠近多多村
A291=MAP:20301,POS:72,15,NAME:JOTB9
A292=MAP:20302,POS:38,88,NAME:上楼D
A293=MAP:20302,POS:57,32,NAME:下楼E
A294=MAP:20302,POS:64,88,NAME:上楼F
A295=MAP:20302,POS:65,7,NAME:下楼A
A296=MAP:20302,POS:7,31,NAME:下楼B
A297=MAP:20302,POS:8,44,NAME:下楼C
A298=MAP:20303,POS:11,7,NAME:上楼G
A299=MAP:20303,POS:65,6,NAME:下楼F
A300=MAP:20303,POS:8,44,NAME:上楼I
A301=MAP:20304,POS:43,75,NAME:下楼I
A302=MAP:20304,POS:65,6,NAME:上楼J
A303=MAP:20305,POS:33,5,NAME:下楼G
A304=MAP:20305,POS:43,75,NAME:上楼H
A305=MAP:20306,POS:15,18,NAME:上楼K
A306=MAP:20306,POS:34,60,NAME:上楼N
A307=MAP:20306,POS:65,6,NAME:下楼D
A308=MAP:20307,POS:43,75,NAME:下楼N
A309=MAP:20307,POS:7,31,NAME:上楼M
A310=MAP:20308,POS:43,75,NAME:下楼K
A311=MAP:20308,POS:66,48,NAME:上楼L
A312=MAP:20309,POS:18,15,NAME:不死鸟B
A313=MAP:20309,POS:20,26,NAME:下楼J
A314=MAP:20309,POS:24,39,NAME:下楼H
A315=MAP:20309,POS:31,30,NAME:不死鸟A
A316=MAP:20309,POS:43,71,NAME:下楼M
A317=MAP:20309,POS:45,46,NAME:不死鸟D
A318=MAP:20309,POS:55,50,NAME:不死鸟C
A319=MAP:20309,POS:62,64,NAME:下楼L
A320=MAP:20401,POS:29,48,NAME:出口
A321=MAP:20401,POS:42,11,NAME:上楼
A322=MAP:20402,POS:12,8,NAME:上楼
A323=MAP:20402,POS:42,11,NAME:下楼
A324=MAP:20403,POS:14,6,NAME:下楼
A325=MAP:20403,POS:25,31,NAME:JOTB10
A326=MAP:20403,POS:45,31,NAME:上楼
A327=MAP:20404,POS:20,8,NAME:上楼
A328=MAP:20404,POS:6,36,NAME:下楼
A329=MAP:20405,POS:12,30,NAME:下楼
A330=MAP:20405,POS:38,10,NAME:上楼
A331=MAP:20406,POS:22,34,NAME:下楼
A332=MAP:20406,POS:27,43,NAME:JOTA5
A333=MAP:20501,POS:27,23,NAME:下楼
A334=MAP:20501,POS:55,5,NAME:出口
A335=MAP:20502,POS:27,23,NAME:上楼
A336=MAP:20502,POS:7,53,NAME:下楼
A337=MAP:20503,POS:36,34,NAME:下楼
A338=MAP:20503,POS:8,54,NAME:上楼
A339=MAP:20504,POS:36,34,NAME:上楼
A340=MAP:20504,POS:55,5,NAME:下楼
A341=MAP:20505,POS:27,23,NAME:下楼
A342=MAP:20505,POS:46,23,NAME:JOTB8
A343=MAP:20505,POS:55,5,NAME:上楼
A344=MAP:20506,POS:27,23,NAME:上楼
A345=MAP:20506,POS:7,53,NAME:下楼
A346=MAP:20507,POS:31,29,NAME:看守用水人
A347=MAP:20507,POS:55,51,NAME:JOTA10
A348=MAP:20507,POS:8,54,NAME:上楼
A349=MAP:20601,POS:23,45,NAME:JOTB7
A350=MAP:20601,POS:49,5,NAME:上楼
A351=MAP:20601,POS:5,12,NAME:JOTA11
A352=MAP:20601,POS:9,58,NAME:出口
A353=MAP:20602,POS:22,40,NAME:上楼
A354=MAP:20602,POS:64,4,NAME:下楼
A355=MAP:20603,POS:43,11,NAME:上楼
A356=MAP:20603,POS:9,5,NAME:下楼
A357=MAP:20604,POS:11,54,NAME:上楼
A358=MAP:20604,POS:54,15,NAME:下楼
A359=MAP:20605,POS:4,72,NAME:下楼
A360=MAP:20605,POS:51,5,NAME:上楼
A361=MAP:20606,POS:64,4,NAME:下楼
A362=MAP:20606,POS:8,23,NAME:上楼
A363=MAP:20607,POS:28,31,NAME:玛裘菈
A364=MAP:20607,POS:38,14,NAME:防具店
A365=MAP:20607,POS:46,8,NAME:武器店
A366=MAP:20607,POS:6,5,NAME:下楼
A367=MAP:20607,POS:65,43,NAME:道具店
A368=MAP:20607,POS:68,7,NAME:强恩
A369=MAP:20607,POS:74,13,NAME:上楼
A370=MAP:20701,POS:1,23,NAME:出口
A371=MAP:20701,POS:17,16,NAME:上楼
A372=MAP:20702,POS:43,24,NAME:JOTA4
A373=MAP:20702,POS:45,8,NAME:下楼
A374=MAP:20702,POS:55,3,NAME:上楼
A375=MAP:20703,POS:7,7,NAME:JOTB11
A376=MAP:20703,POS:9,22,NAME:下楼
A377=MAP:20704,POS:14,3,NAME:下楼
A378=MAP:20705,POS:15,3,NAME:上楼
A379=MAP:20705,POS:15,30,NAME:下楼
A380=MAP:20706,POS:34,23,NAME:下楼
A381=MAP:20706,POS:45,13,NAME:上楼
A382=MAP:20707,POS:44,35,NAME:上楼
A383=MAP:20707,POS:7,4,NAME:下楼
A384=MAP:20708,POS:10,66,NAME:下楼
A385=MAP:20708,POS:13,4,NAME:上楼
A386=MAP:20709,POS:19,42,NAME:下楼
A387=MAP:20709,POS:5,5,NAME:上楼
A388=MAP:20710,POS:6,29,NAME:下楼
A389=MAP:20710,POS:6,4,NAME:上楼
A390=MAP:20711,POS:12,30,NAME:上楼
A391=MAP:20711,POS:18,5,NAME:JBA检查员
A392=MAP:20711,POS:4,4,NAME:下楼
A393=MAP:20712,POS:21,28,NAME:下楼
A394=MAP:20712,POS:4,6,NAME:出口
A395=MAP:20801,POS:12,5,NAME:上楼
A396=MAP:20801,POS:34,68,NAME:出口
A397=MAP:20802,POS:10,4,NAME:下楼
A398=MAP:20802,POS:5,41,NAME:上楼
A399=MAP:20803,POS:20,7,NAME:下楼
A400=MAP:20803,POS:37,5,NAME:上楼
A401=MAP:20804,POS:11,38,NAME:上楼
A402=MAP:20804,POS:33,5,NAME:下楼
A403=MAP:20805,POS:36,4,NAME:下楼
A404=MAP:20805,POS:44,22,NAME:上楼
A405=MAP:20806,POS:45,12,NAME:上楼
A406=MAP:20806,POS:45,32,NAME:下楼
A407=MAP:20807,POS:44,41,NAME:出口
A408=MAP:20807,POS:5,39,NAME:下楼
A409=MAP:21001,POS:5,4,NAME:出口
A410=MAP:21001,POS:8,62,NAME:上楼
A411=MAP:21002,POS:40,26,NAME:上楼
A412=MAP:21002,POS:9,57,NAME:下楼
A413=MAP:21003,POS:34,29,NAME:下楼
A414=MAP:21003,POS:34,7,NAME:上楼
A415=MAP:21004,POS:28,5,NAME:下楼
A416=MAP:21004,POS:60,64,NAME:上楼
A417=MAP:21005,POS:16,5,NAME:下楼
A418=MAP:21005,POS:24,5,NAME:上楼
A419=MAP:21006,POS:42,6,NAME:下楼
A420=MAP:21006,POS:59,59,NAME:上楼
A421=MAP:21007,POS:5,37,NAME:上楼
A422=MAP:21007,POS:9,5,NAME:下楼
A423=MAP:21008,POS:34,30,NAME:上楼
A424=MAP:21008,POS:6,4,NAME:下楼
A425=MAP:21009,POS:28,4,NAME:下楼
A426=MAP:21009,POS:46,47,NAME:上楼
A427=MAP:21010,POS:47,48,NAME:下楼
A428=MAP:21010,POS:6,5,NAME:上楼
A429=MAP:21011,POS:28,5,NAME:下楼
A430=MAP:21011,POS:5,33,NAME:上楼
A431=MAP:21012,POS:13,22,NAME:下楼
A432=MAP:21012,POS:28,4,NAME:上楼
A433=MAP:21013,POS:13,22,NAME:下楼
A434=MAP:21013,POS:17,4,NAME:上楼
A435=MAP:21014,POS:15,5,NAME:上楼
A436=MAP:21014,POS:21,23,NAME:下楼
A437=MAP:21015,POS:9,16,NAME:出口
A438=MAP:21201,POS:49,89,NAME:下楼
A439=MAP:21201,POS:61,47,NAME:出口
A440=MAP:21202,POS:42,57,NAME:下楼
A441=MAP:21202,POS:89,28,NAME:上楼
A442=MAP:21203,POS:44,106,NAME:下楼
A443=MAP:21203,POS:59,24,NAME:上楼
A444=MAP:21204,POS:24,8,NAME:下楼
A445=MAP:21204,POS:8,38,NAME:上楼
A446=MAP:21205,POS:31,42,NAME:上楼
A447=MAP:21205,POS:37,10,NAME:下楼
A448=MAP:21206,POS:16,23,NAME:下楼
A449=MAP:21206,POS:53,51,NAME:上楼
A450=MAP:21207,POS:11,6,NAME:上楼
A451=MAP:21207,POS:29,28,NAME:下楼
A452=MAP:21208,POS:48,7,NAME:下楼
A453=MAP:21208,POS:53,54,NAME:上楼
A454=MAP:21209,POS:11,6,NAME:上楼
A455=MAP:21209,POS:18,19,NAME:下楼
A456=MAP:21210,POS:27,8,NAME:下楼
A457=MAP:21210,POS:50,45,NAME:上楼
A458=MAP:21211,POS:14,20,NAME:下楼
A459=MAP:21211,POS:27,8,NAME:上楼
A460=MAP:21212,POS:35,29,NAME:上楼
A461=MAP:21212,POS:8,6,NAME:下楼
A462=MAP:21213,POS:12,41,NAME:下楼
A463=MAP:21213,POS:27,8,NAME:上楼
A464=MAP:21214,POS:11,6,NAME:上楼
A465=MAP:21214,POS:30,34,NAME:下楼
A466=MAP:21215,POS:25,31,NAME:女神艾妮基
A467=MAP:21215,POS:26,13,NAME:出口
A468=MAP:21215,POS:28,98,NAME:上楼入口
A469=MAP:21301,POS:36,12,NAME:下楼
A470=MAP:21301,POS:7,3,NAME:出口
A471=MAP:21302,POS:35,32,NAME:上楼
A472=MAP:21302,POS:8,4,NAME:下楼
A473=MAP:21303,POS:35,32,NAME:下楼
A474=MAP:21303,POS:8,4,NAME:上楼
A475=MAP:21304,POS:35,32,NAME:上楼
A476=MAP:21304,POS:8,4,NAME:下楼
A477=MAP:21305,POS:35,32,NAME:下楼
A478=MAP:21305,POS:8,4,NAME:上楼
A479=MAP:21306,POS:35,32,NAME:上楼
A480=MAP:21306,POS:8,4,NAME:下楼
A481=MAP:21307,POS:34,6,NAME:下楼
A482=MAP:21307,POS:8,4,NAME:上楼
A483=MAP:21308,POS:34,6,NAME:上楼
A484=MAP:21308,POS:8,4,NAME:下楼
A485=MAP:21309,POS:55,31,NAME:上楼
A486=MAP:21309,POS:8,4,NAME:下楼
A487=MAP:21310,POS:54,49,NAME:下楼
A488=MAP:21310,POS:8,4,NAME:上楼
A489=MAP:21311,POS:54,49,NAME:上楼
A490=MAP:21311,POS:8,4,NAME:下楼
A491=MAP:21312,POS:54,49,NAME:下楼
A492=MAP:21312,POS:8,4,NAME:上楼
A493=MAP:21313,POS:54,49,NAME:上楼
A494=MAP:21313,POS:8,4,NAME:下楼
A495=MAP:21314,POS:35,3,NAME:下楼
A496=MAP:21314,POS:8,4,NAME:上楼
A497=MAP:21315,POS:35,3,NAME:上楼
A498=MAP:21315,POS:53,58,NAME:入口
A499=MAP:300,POS:102,228,NAME:漆黑洞窟入口
A500=MAP:300,POS:117,171,NAME:门的洞窟入口A
A501=MAP:300,POS:157,210,NAME:门的洞窟入口B
A502=MAP:300,POS:181,162,NAME:石头的洞窟入口B
A503=MAP:300,POS:186,306,NAME:漆黑快速路
A504=MAP:300,POS:232,272,NAME:方位之祀
A505=MAP:300,POS:238,98,NAME:吉鲁采石场
A506=MAP:300,POS:247,223,NAME:石头的洞窟入口A
A507=MAP:300,POS:265,416,NAME:福尔德村
A508=MAP:300,POS:267,295,NAME:库伊爷的家
A509=MAP:300,POS:271,134,NAME:北吉鲁通路入口B
A510=MAP:300,POS:274,149,NAME:北吉鲁山岭入口A
A511=MAP:300,POS:289,175,NAME:北吉鲁山岭入口B
A512=MAP:300,POS:295,260,NAME:巴拿姆洞窟入口A
A513=MAP:300,POS:342,191,NAME:五兄弟洞窟
A514=MAP:300,POS:382,299,NAME:巴拿姆洞窟入口B
A515=MAP:300,POS:383,433,NAME:加都洛的洞窟
A516=MAP:300,POS:388,338,NAME:巴拿姆洞窟入口C
A517=MAP:300,POS:393,246,NAME:东吉鲁山岭入口A
A518=MAP:300,POS:398,184,NAME:北吉鲁通路入口A
A519=MAP:300,POS:433,250,NAME:东吉鲁山岭入口B
A520=MAP:300,POS:444,495,NAME:没落的矿坑
A521=MAP:300,POS:447,405,NAME:美努那洞窟
A522=MAP:300,POS:451,223,NAME:东吉鲁山岭入口D
A523=MAP:300,POS:468,269,NAME:东吉鲁山岭入口C
A524=MAP:300,POS:483,197,NAME:阿斯玛努矿山
A525=MAP:300,POS:500,169,NAME:达那村
A526=MAP:3000,POS:105,67,NAME:长毛象货运
A527=MAP:3000,POS:106,111,NAME:便利商店
A528=MAP:3000,POS:106,92,NAME:肉店
A529=MAP:3000,POS:110,100,NAME:JOTB路线兑换处
A530=MAP:3000,POS:111,80,NAME:道馆
A531=MAP:3000,POS:58,119,NAME:出口A
A532=MAP:3000,POS:68,104,NAME:武器店
A533=MAP:3000,POS:70,116,NAME:道具店
A534=MAP:3000,POS:75,56,NAME:出口B
A535=MAP:3000,POS:77,92,NAME:宠物店
A536=MAP:3000,POS:82,106,NAME:医院
A537=MAP:3000,POS:83,73,NAME:聊天室
A538=MAP:3000,POS:85,94,NAME:JOT柜台
A539=MAP:3000,POS:90,61,NAME:村长家
